Doi,Year,Name,Abbreviation,Sintering temperature,Sintering time,Category,Cycle,Capacity,Retention,Current: mAg-1,Current: C,Voltage lower limit,Voltage upper limit,Elements
10.1039/d0cp06483a,2020,P2-Na0.67Mn0.5Fe0.38Cu0.12O2,NCuFMO,900.0,6.0,Rate performance,,140.0,,100.0,0.7142857142857143,1.5,4.3,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.38', 'Cu': '0.12', 'O': '2'}"
10.1016/j.ensm.2015.09.005,2015,Na0.8Li0.4Mn0.55Co0.1Ni0.15O2,Li0.4-Na0.8-NMCO,900.0,10.0,Rate performance,,105.0,,75.0,0.7142857142857143,1.5,4.2,"{'Na': '0.8', 'Li': '0.4', 'Mn': '0.55', 'Co': '0.1', 'Ni': '0.15', 'O': '2'}"
10.1016/j.chemphys.2019.110582,2020,P2-Na0.59Mn0.75Co0.2B0.05O2,NCMB-05,900.0,12.0,Rate performance,,109.2,,78.0,0.7142857142857143,2.0,4.0,"{'Na': '0.59', 'Mn': '0.75', 'Co': '0.2', 'B': '0.05', 'O': '2'}"
10.1039/d1ta10329f,2021,Na0.7MnO2.05,,,,Cycling performance,100.0,139.2,,100.0,0.7183908045977012,1.8,4.4,"{'Na': '0.7', 'Mn': '1', 'O': '2.05'}"
10.1016/j.jallcom.2019.152402,2020,Na0.8Li0.33Ti0.2Mn0.47O2,,750.0,15.0,Rate performance,,139.0,,100.0,0.7194244604316546,1.5,4.3,"{'Na': '0.8', 'Li': '0.33', 'Ti': '0.2', 'Mn': '0.47', 'O': '2'}"
10.1016/j.jcis.2020.01.023,2020,Na0.91MnO2,,140.0,14.0,Cycling performance,200.0,139.0,,100.0,0.7194244604316546,1.5,3.5,"{'Na': '0.91', 'Mn': '1', 'O': '2'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Cycling performance,150.0,117.7,,85.0,0.7221750212404418,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1039/d1ta10329f,2021,Na0.76Mn0.48Fe0.3Cu0.22O2,,,,Rate performance,,96.2,,70.0,0.7276507276507276,1.8,4.4,"{'Na': '0.76', 'Mn': '0.48', 'Fe': '0.3', 'Cu': '0.22', 'O': '2'}"
10.1039/d1ta10329f,2021,Na1.33Ru0.33Fe0.33O2,,,,Rate performance,,96.0,,70.0,0.7291666666666666,2.0,4.0,"{'Na': '1.33', 'Ru': '0.33', 'Fe': '0.33', 'O': '2'}"
10.1016/j.jpowsour.2016.05.064,2016,NaMn0.25Fe0.4Ni0.35O2,,950.0,24.0,Rate performance,,89.0,,65.0,0.7303370786516854,1.5,3.9,"{'Na': '1', 'Mn': '0.25', 'Fe': '0.4', 'Ni': '0.35', 'O': '2'}"
10.1016/j.cej.2020.127667,2021,P2-Na0.8Mg0.1Mn0.6Ni0.2Cu0.1O2,NaMNCuMg,880.0,10.0,Rate performance,,136.8,,100.0,0.7309941520467835,1.5,4.2,"{'Na': '0.8', 'Mg': '0.1', 'Mn': '0.6', 'Ni': '0.2', 'Cu': '0.1', 'O': '2'}"
10.1016/j.jallcom.2023.170386,2023,Na0.65Mn0.7Co0.14Ni0.16O2,CG-NCM,750.0,12.0,Cycling performance,100.0,102.0,,75.0,0.7352941176470589,1.5,4.1,"{'Na': '0.65', 'Mn': '0.7', 'Co': '0.14', 'Ni': '0.16', 'O': '2'}"
10.1039/d2ta06951b,2022,O3-NaMn0.6Al0.4O2,NMA,900.0,15.0,Rate performance,,136.0,,100.0,0.7352941176470589,,,"{'Na': '1', 'Mn': '0.6', 'Al': '0.4', 'O': '2'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Rate performance,,115.1,,85.0,0.738488271068636,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Cycling performance,150.0,114.2,,85.0,0.74430823117338,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1039/c9ta02966d,2019,P2-Na0.7CoO2,NCO-10,400.0,2.0,Cycling performance,50.0,67.08,,50.0,0.7453786523553966,,,"{'Na': '0.7', 'Co': '1', 'O': '2'}"
10.1016/j.elecom.2012.02.020,2012,NaMn0.33Fe0.33Ni0.33O2,,850.0,12.0,Cycling performance,150.0,100.0,,75.0,0.75,1.5,4.0,"{'Na': '1', 'Mn': '0.33', 'Fe': '0.33', 'Ni': '0.33', 'O': '2'}"
10.1039/d2ta00688j,2022,P2-Na0.67Mn0.95Sn0.05O2,NSMO,1000.0,15.0,Rate performance,,132.1,,100.0,0.757002271006813,1.5,4.0,"{'Na': '0.67', 'Mn': '0.95', 'Sn': '0.05', 'O': '2'}"
10.1016/j.cej.2020.127788,2021,Na0.7MnO2.05,,900.0,12.0,Rate performance,,132.0,,100.0,0.7575757575757576,1.8,4.3,"{'Na': '0.7', 'Mn': '1', 'O': '2.05'}"
10.1016/j.ensm.2022.01.047,2022,P2-Na0.75Li0.15Ca0.05Mn0.6Fe0.2O2,NCLFMO,,,Rate performance,,144.9,,110.0,0.759144237405107,1.5,4.3,"{'Na': '0.75', 'Li': '0.15', 'Ca': '0.05', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1016/j.jpowsour.2020.228557,2020,NaMn0.33Fe0.33Ni0.33O2,,900.0,15.0,Rate performance,,131.0,,100.0,0.7633587786259542,1.5,4.5,"{'Na': '1', 'Mn': '0.33', 'Fe': '0.33', 'Ni': '0.33', 'O': '2'}"
10.1016/j.mtener.2019.100353,2019,P2-Na0.75Mn0.6Co0.2Ni0.2O2,NCM,400.0,4.0,Rate performance,,52.2,,40.0,0.7662835249042145,2.4,4.5,"{'Na': '0.75', 'Mn': '0.6', 'Co': '0.2', 'Ni': '0.2', 'O': '2'}"
10.1016/j.compositesb.2019.106913,2019,P2-Na0.67Mn0.5Fe0.25Co0.25O2,NMFC,,,Cycling performance,1.0,169.6,,130.0,0.7665094339622642,1.5,4.5,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.25', 'Co': '0.25', 'O': '2'}"
10.1039/d2ta02451a,2022,O3-NaLi0.1Ti0.2Fe0.2Co0.2Ni0.2Sn0.1O2,NFCNTSL,900.0,12.0,Cycling performance,200.0,65.0,,50.0,0.7692307692307693,2.0,4.1,"{'Na': '1', 'Li': '0.1', 'Ti': '0.2', 'Fe': '0.2', 'Co': '0.2', 'Ni': '0.2', 'Sn': '0.1', 'O': '2'}"
10.1016/j.electacta.2018.04.216,2018,Na0.7Mn0.75Fe0.15Ni0.1O2,FN,900.0,12.0,Rate performance,,130.0,,100.0,0.7692307692307693,1.5,4.2,"{'Na': '0.7', 'Mn': '0.75', 'Fe': '0.15', 'Ni': '0.1', 'O': '2'}"
10.1039/d1ta10329f,2021,Na1.2Mn0.4Ir0.4O2,,,,Cycling performance,1.0,160.0,,125.0,0.78125,2.0,3.8,"{'Na': '1.2', 'Mn': '0.4', 'Ir': '0.4', 'O': '2'}"
10.1039/d0cp06483a,2020,P2-Na0.67Mn0.5Fe0.5O2,NFMO,900.0,6.0,Rate performance,,128.0,,100.0,0.78125,1.5,4.3,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.nanoen.2021.106371,2021,NaMn0.22Co0.1Ni0.68O2,,,,Cycling performance,1.0,151.0,,120.0,0.7947019867549668,2.0,4.0,"{'Na': '1', 'Mn': '0.22', 'Co': '0.1', 'Ni': '0.68', 'O': '2'}"
10.1016/j.jmst.2023.04.002,2023,P2-Na0.67Li0.1Mn0.63Co0.09Ni0.18O2,NLMNC,,,Rate performance,,125.1,,100.0,0.7993605115907274,,,"{'Na': '0.67', 'Li': '0.1', 'Mn': '0.63', 'Co': '0.09', 'Ni': '0.18', 'O': '2'}"
10.1016/j.jelechem.2022.117129,2023,Na0.67Li0.33Mn0.95Co0.05O2,NLMC,850.0,20.0,Rate performance,,67.0,,,0.8,1.5,4.1,"{'Na': '0.67', 'Li': '0.33', 'Mn': '0.95', 'Co': '0.05', 'O': '2'}"
10.1016/j.ceramint.2018.09.022,2018,Na0.6Li0.9Mn0.67Co0.17Ni0.17O2,,850.0,12.0,Cycling performance,1.0,125.0,,100.0,0.8,,,"{'Na': '0.6', 'Li': '0.9', 'Mn': '0.67', 'Co': '0.17', 'Ni': '0.17', 'O': '2'}"
10.1039/c7ra00566k,2017,Na0.67Mn0.5Fe0.5O2,NaMFC-4,900.0,12.0,Rate performance,,125.0,,,0.8,,,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jpowsour.2020.227843,2020,NaAlCl4,,1100.0,2.0,Rate performance,,62.1,,50.0,0.8051529790660226,,,"{'Na': '1', 'Al': '1', 'Cl': '4'}"
10.1016/j.jpowsour.2020.228557,2020,NaMn0.33Fe0.33Ni0.33O2,,900.0,15.0,Rate performance,,123.0,,100.0,0.8130081300813008,1.5,4.5,"{'Na': '1', 'Mn': '0.33', 'Fe': '0.33', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jpowsour.2020.227843,2020,NaAlCl4,,1100.0,2.0,Rate performance,,61.2,,50.0,0.8169934640522876,,,"{'Na': '1', 'Al': '1', 'Cl': '4'}"
10.1016/j.ceramint.2017.12.124,2018,P2-Na0.67Mn0.5Fe0.25Co0.25O2,NMFC,1000.0,12.0,Rate performance,,159.0,,130.0,0.8176100628930818,1.5,4.2,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.25', 'Co': '0.25', 'O': '2'}"
10.1016/j.jpowsour.2020.227843,2020,NaAlCl4,,1100.0,2.0,Cycling performance,1.0,61.0,,50.0,0.819672131147541,,,"{'Na': '1', 'Al': '1', 'Cl': '4'}"
10.1016/j.electacta.2016.08.029,2016,Na0.67Mn0.75Ni0.25O2,NNMO,1000.0,12.0,Rate performance,,158.4,,130.0,0.8207070707070707,1.5,4.3,"{'Na': '0.67', 'Mn': '0.75', 'Ni': '0.25', 'O': '2'}"
10.1016/j.chemphys.2019.110582,2020,Na0.59Mn0.7Co0.2B0.1O2,NCMB-10,900.0,12.0,Rate performance,,94.0,,78.0,0.8297872340425532,2.0,4.0,"{'Na': '0.59', 'Mn': '0.7', 'Co': '0.2', 'B': '0.1', 'O': '2'}"
10.1016/j.jmst.2023.04.002,2023,P2-Na0.67Li0.1Mn0.63Co0.09Ni0.18O2,NLMNC,,,Rate performance,,120.0,,100.0,0.8333333333333334,,,"{'Na': '0.67', 'Li': '0.1', 'Mn': '0.63', 'Co': '0.09', 'Ni': '0.18', 'O': '2'}"
10.1016/j.electacta.2018.04.216,2018,Na0.7Mn0.75Fe0.25O2,MF,900.0,12.0,Rate performance,,120.0,,100.0,0.8333333333333334,1.5,4.2,"{'Na': '0.7', 'Mn': '0.75', 'Fe': '0.25', 'O': '2'}"
10.1016/j.apsusc.2019.143814,2019,Na0.67Mn0.5Fe0.5O2,MF,900.0,12.0,Rate performance,,120.0,,100.0,0.8333333333333334,1.5,4.2,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jpowsour.2020.227843,2020,NaAlCl4,,1100.0,2.0,Cycling performance,50.0,59.7,,50.0,0.8375209380234505,,,"{'Na': '1', 'Al': '1', 'Cl': '4'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Cycling performance,1.0,101.4,,85.0,0.8382642998027613,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1016/j.jallcom.2021.162483,2022,Na0.67Mn0.5Fe0.2Ni0.3O2,,900.0,12.0,Cycling performance,100.0,95.4,,80.0,0.8385744234800838,3.0,4.3,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.2', 'Ni': '0.3', 'O': '2'}"
10.1016/j.jallcom.2021.162483,2022,Na0.67Mn0.5Fe0.2Ni0.3O2,,900.0,12.0,Cycling performance,100.0,95.3,,80.0,0.8394543546694648,3.0,4.3,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.2', 'Ni': '0.3', 'O': '2'}"
10.1016/j.jallcom.2017.02.200,2017,Na0.66Mn0.67Ni0.33O2,,900.0,24.0,Cycling performance,1.0,101.0,,85.0,0.8415841584158416,1.5,3.75,"{'Na': '0.66', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.cej.2020.127788,2021,Na0.7MnO2.05,,900.0,12.0,Cycling performance,300.0,118.5,,100.0,0.8438818565400844,1.8,4.3,"{'Na': '0.7', 'Mn': '1', 'O': '2.05'}"
10.1016/j.ensm.2023.03.007,2023,P2/O3-Na0.7Ti0.1Mn0.4Fe0.1Ni0.3Cu0.1O1.95F0.1,NaTiMnFeNiCuOF,900.0,15.0,Rate performance,,118.4,,100.0,0.8445945945945945,2.0,4.3,"{'Na': '0.7', 'Ti': '0.1', 'Mn': '0.4', 'Fe': '0.1', 'Ni': '0.3', 'Cu': '0.1', 'O': '1.95', 'F': '0.1'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Cycling performance,150.0,100.3,,85.0,0.8474576271186441,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1016/j.electacta.2022.141253,2022,NaMn0.5Ni0.5B0.01O2,NMB1,800.0,24.0,Rate performance,,116.9,,100.0,0.8554319931565441,2.55,3.85,"{'Na': '1', 'Mn': '0.5', 'Ni': '0.5', 'B': '0.01', 'O': '2'}"
10.1016/j.jechem.2022.06.037,2022,Rb0.1Na0.9Ni0.67Sb0.33O2,,950.0,12.0,Rate performance,,116.0,,100.0,0.8620689655172413,2.0,4.0,"{'Rb': '0.1', 'Na': '0.9', 'Ni': '0.67', 'Sb': '0.33', 'O': '2'}"
10.1039/c6ra06362d,2016,P2-Na0.6Ti0.1Mn0.5Co0.2Ni0.2O2,NCMT,900.0,15.0,Rate performance,,97.9,,85.0,0.8682328907048008,1.5,4.4,"{'Na': '0.6', 'Ti': '0.1', 'Mn': '0.5', 'Co': '0.2', 'Ni': '0.2', 'O': '2'}"
10.1039/c8nr09601e,2018,P2-Na0.67Mn0.6Co0.1Ni0.3O2,Ni0.3Co0.1Mn0.6,850.0,12.0,Cycling performance,100.0,86.0,,75.0,0.872093023255814,2.0,4.3,"{'Na': '0.67', 'Mn': '0.6', 'Co': '0.1', 'Ni': '0.3', 'O': '2'}"
10.1016/j.jpowsour.2019.03.009,2019,Na2Mn0.1Ru0.9O3,NRO-Mn0.2,900.0,12.0,Rate performance,,154.0,,135.0,0.8766233766233766,1.5,4.0,"{'Na': '2', 'Mn': '0.1', 'Ru': '0.9', 'O': '3'}"
10.1016/j.electacta.2021.138561,2021,NaTi0.05Mn0.38Fe0.19Ni0.38O2,,900.0,12.0,Cycling performance,200.0,79.0,,70.0,0.8860759493670886,2.0,4.0,"{'Na': '1', 'Ti': '0.05', 'Mn': '0.38', 'Fe': '0.19', 'Ni': '0.38', 'O': '2'}"
10.1016/j.ensm.2021.11.041,2022,Na0.67Li0.16Mn0.67Ni0.33O2,,,,Cycling performance,200.0,95.8,,85.0,0.8872651356993737,2.0,4.5,"{'Na': '0.67', 'Li': '0.16', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jmst.2019.01.010,2019,Na0.67Mn0.33Ni0.33Sn0.33O2,,950.0,15.0,Rate performance,,56.0,,50.0,0.8928571428571429,2.5,4.1,"{'Na': '0.67', 'Mn': '0.33', 'Ni': '0.33', 'Sn': '0.33', 'O': '2'}"
10.1016/j.ensm.2022.02.043,2022,P2-Na0.67MnO2,NMO,800.0,24.0,Cycling performance,1.0,140.0,,125.0,0.8928571428571429,2.0,4.0,"{'Na': '0.67', 'Mn': '1', 'O': '2'}"
10.1016/j.jallcom.2020.157294,2021,Na0.67Mn0.67Ni0.33O2,MgNiO-NNMO,900.0,12.0,Rate performance,,96.85,,86.5,0.8931337119256583,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jcis.2021.11.028,2022,P2-Na0.67Mn0.66Co0.17Ni0.17O2,NCM,850.0,12.0,Cycling performance,1.0,111.6,,100.0,0.8960573476702509,2.0,4.5,"{'Na': '0.67', 'Mn': '0.66', 'Co': '0.17', 'Ni': '0.17', 'O': '2'}"
10.1039/c5ta10589g,2015,Na0.67Mn0.8Ni0.2O2,MN,900.0,12.0,Rate performance,,133.0,,120.0,0.9022556390977443,,,"{'Na': '0.67', 'Mn': '0.8', 'Ni': '0.2', 'O': '2'}"
10.1039/c5ta10589g,2015,Na0.67Mg0.1Mn0.8Ni0.1O2,MMN,900.0,12.0,Rate performance,,133.0,,120.0,0.9022556390977443,1.5,4.2,"{'Na': '0.67', 'Mg': '0.1', 'Mn': '0.8', 'Ni': '0.1', 'O': '2'}"
10.1016/j.compositesb.2019.106913,2019,P2-Na0.67Mn0.5Fe0.25Co0.25O2,NMFC,,,Cycling performance,100.0,143.8,,130.0,0.9040333796940194,1.5,4.5,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.25', 'Co': '0.25', 'O': '2'}"
10.1016/j.cej.2020.126181,2020,Na0.67Mn0.8Co0.2O2,NCM,900.0,10.0,Cycling performance,150.0,93.6,,85.0,0.9081196581196582,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Co': '0.2', 'O': '2'}"
10.1039/d1ta10329f,2021,Na1.2Mn0.4Ir0.4O2,,,,Cycling performance,250.0,137.6,,125.0,0.9084302325581396,2.0,3.8,"{'Na': '1.2', 'Mn': '0.4', 'Ir': '0.4', 'O': '2'}"
10.1016/j.electacta.2018.11.137,2019,Na0.83Ti0.17Cr0.33Mn0.17Fe0.33O2,NCFMT,900.0,12.0,Rate performance,,88.0,,80.0,0.9090909090909091,,,"{'Na': '0.83', 'Ti': '0.17', 'Cr': '0.33', 'Mn': '0.17', 'Fe': '0.33', 'O': '2'}"
10.1039/c5ta02450a,2015,Na0.7MnO2,,900.0,12.0,Rate performance,,132.0,,120.0,0.9090909090909091,1.5,4.2,"{'Na': '0.7', 'Mn': '1', 'O': '2'}"
10.1039/c5ta02450a,2015,Na0.67Mn0.65Co0.15Ni0.2O2,,900.0,12.0,Cycling performance,1.0,132.0,,120.0,0.9090909090909091,1.5,4.2,"{'Na': '0.67', 'Mn': '0.65', 'Co': '0.15', 'Ni': '0.2', 'O': '2'}"
10.1039/c5ta02450a,2015,P2-Na0.67Mn0.65Co0.15Ni0.2O2,,900.0,12.0,Rate performance,,132.0,,120.0,0.9090909090909091,1.5,4.2,"{'Na': '0.67', 'Mn': '0.65', 'Co': '0.15', 'Ni': '0.2', 'O': '2'}"
10.1016/j.jiec.2022.12.015,2023,NaCrO2,,900.0,3.0,Cycling performance,200.0,109.7,,100.0,0.9115770282588879,2.0,3.6,"{'Na': '1', 'Cr': '1', 'O': '2'}"
10.1016/j.ensm.2023.03.007,2023,P2/O3-Na0.7Ti0.1Mn0.4Fe0.1Ni0.3Cu0.1O1.95F0.1,NaTiMnFeNiCuOF,900.0,15.0,Rate performance,,109.2,,100.0,0.9157509157509157,1.5,4.2,"{'Na': '0.7', 'Ti': '0.1', 'Mn': '0.4', 'Fe': '0.1', 'Ni': '0.3', 'Cu': '0.1', 'O': '1.95', 'F': '0.1'}"
10.1016/j.electacta.2017.10.072,2017,NaNi0.67Sb0.33O2,NNSO,550.0,4.0,Cycling performance,100.0,65.0,,60.0,0.9230769230769231,,,"{'Na': '1', 'Ni': '0.67', 'Sb': '0.33', 'O': '2'}"
10.1016/j.nanoen.2021.106371,2021,Na0.85Ti0.1Mn0.5Ni0.4O2,,,,Cycling performance,1.0,130.0,,120.0,0.9230769230769231,2.0,4.0,"{'Na': '0.85', 'Ti': '0.1', 'Mn': '0.5', 'Ni': '0.4', 'O': '2'}"
10.1039/c9ta01540j,2019,NaCrO2,NCO,900.0,5.0,Rate performance,,118.7,,110.0,0.9267059814658803,2.0,3.6,"{'Na': '1', 'Cr': '1', 'O': '2'}"
10.1039/c8nr09601e,2018,P2-Na0.67Mn0.6Co0.1Ni0.3O2,Ni0.3Co0.1Mn0.6,850.0,12.0,Cycling performance,1.0,161.6,,150.0,0.9282178217821783,2.0,4.3,"{'Na': '0.67', 'Mn': '0.6', 'Co': '0.1', 'Ni': '0.3', 'O': '2'}"
10.1016/j.ceramint.2016.04.141,2016,NaMn0.3Co0.2Ni0.5O2,,1000.0,12.0,Cycling performance,1.0,127.1,,118.5,0.932336742722266,2.0,4.25,"{'Na': '1', 'Mn': '0.3', 'Co': '0.2', 'Ni': '0.5', 'O': '2'}"
10.1016/j.ceramint.2016.04.141,2016,NaMn0.3Co0.2Ni0.5O2,,1000.0,12.0,Rate performance,,127.1,,118.5,0.932336742722266,2.0,4.25,"{'Na': '1', 'Mn': '0.3', 'Co': '0.2', 'Ni': '0.5', 'O': '2'}"
10.1016/j.jpowsour.2022.231511,2022,Na0.67Mn0.8Fe0.1Cu0.1O2,FMC,1000.0,12.0,Cycling performance,200.0,107.0,,100.0,0.9345794392523364,1.5,4.0,"{'Na': '0.67', 'Mn': '0.8', 'Fe': '0.1', 'Cu': '0.1', 'O': '2'}"
10.1016/j.chempr.2018.05.018,2018,Na0.85Li0.1Mn0.53Fe0.2Ni0.17O2,NLNMF,,,Cycling performance,1.0,160.0,,150.0,0.9375,2.0,4.5,"{'Na': '0.85', 'Li': '0.1', 'Mn': '0.53', 'Fe': '0.2', 'Ni': '0.17', 'O': '2'}"
10.1039/c8ta06551a,2018,NaMn0.5Ni0.5O2,NM55,,,Cycling performance,200.0,80.0,,75.0,0.9375,1.0,4.1,"{'Na': '1', 'Mn': '0.5', 'Ni': '0.5', 'O': '2'}"
10.1016/j.jcis.2020.01.023,2020,Na0.91MnO2,,140.0,14.0,Cycling performance,1.0,106.5,,100.0,0.9389671361502347,1.5,4.0,"{'Na': '0.91', 'Mn': '1', 'O': '2'}"
10.1016/j.ceramint.2020.03.160,2020,Na0.67Mn0.67Co0.17Ni0.17O2,,850.0,12.0,Cycling performance,1.0,106.0,,100.0,0.9433962264150944,,,"{'Na': '0.67', 'Mn': '0.67', 'Co': '0.17', 'Ni': '0.17', 'O': '2'}"
10.1039/d2ra05524d,2022,P2-Na0.7MnO2.05,,850.0,8.0,Rate performance,,106.0,,100.0,0.9433962264150944,1.5,4.5,"{'Na': '0.7', 'Mn': '1', 'O': '2.05'}"
10.1016/j.electacta.2021.139641,2022,NaCrO2,NCO,900.0,5.0,Cycling performance,100.0,127.1,,120.0,0.944138473642801,2.3,3.7,"{'Na': '1', 'Cr': '1', 'O': '2'}"
10.1039/c5ta10589g,2015,Na0.67Mn0.8Ni0.2O2,MN,900.0,12.0,Rate performance,,127.0,,120.0,0.9448818897637795,1.5,4.2,"{'Na': '0.67', 'Mn': '0.8', 'Ni': '0.2', 'O': '2'}"
10.1016/j.cej.2023.141515,2023,P2-Na0.66Mn0.67Ni0.26Zn0.07O2,MC-NNZM,950.0,15.0,Cycling performance,1.0,105.4,,100.0,0.9487666034155597,2.0,4.4,"{'Na': '0.66', 'Mn': '0.67', 'Ni': '0.26', 'Zn': '0.07', 'O': '2'}"
10.1016/j.nanoen.2020.104474,2020,P2-Na0.67Mg0.06Mn0.72Cu0.22O2,NaMCM,1000.0,15.0,Rate performance,,91.0,,87.0,0.9560439560439561,2.0,3.0,"{'Na': '0.67', 'Mg': '0.06', 'Mn': '0.72', 'Cu': '0.22', 'O': '2'}"
10.1016/j.ceramint.2016.04.141,2016,NaMn0.3Co0.2Ni0.5O2,,1000.0,12.0,Cycling performance,50.0,123.9,,118.5,0.9564164648910412,2.0,4.25,"{'Na': '1', 'Mn': '0.3', 'Co': '0.2', 'Ni': '0.5', 'O': '2'}"
10.1016/j.jallcom.2020.157294,2021,P2-Na0.67Mn0.67Ni0.33O2,NNMO,900.0,12.0,Rate performance,,89.81,,86.5,0.9631444159893108,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jiec.2022.12.015,2023,NaCrO2,,900.0,3.0,Cycling performance,200.0,102.5,,100.0,0.975609756097561,2.0,3.6,"{'Na': '1', 'Cr': '1', 'O': '2'}"
10.1016/j.nanoen.2017.03.026,2017,Na0.7Mn0.5Fe0.5O2,,1000.0,10.0,Cycling performance,1.0,102.0,,100.0,0.9803921568627451,1.94,3.82,"{'Na': '0.7', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1039/c5ta10520j,2015,NaTi0.33Fe0.33Ni0.33O2,,900.0,12.0,Cycling performance,5.0,51.0,,50.0,0.9803921568627451,1.5,4.0,"{'Na': '1', 'Ti': '0.33', 'Fe': '0.33', 'Ni': '0.33', 'O': '2'}"
10.1016/j.nanoen.2021.106371,2021,NaMn0.22Co0.1Ni0.68O2,,,,Cycling performance,1000.0,122.3,,120.0,0.9811937857726901,2.0,4.0,"{'Na': '1', 'Mn': '0.22', 'Co': '0.1', 'Ni': '0.68', 'O': '2'}"
10.1016/j.jallcom.2018.11.369,2019,NaMn0.67Co0.17Ni0.17O2,NaMCN,700.0,10.0,Rate performance,,122.0,,120.0,0.9836065573770492,2.0,4.2,"{'Na': '1', 'Mn': '0.67', 'Co': '0.17', 'Ni': '0.17', 'O': '2'}"
10.1039/d1ta10329f,2021,O3-Na0.9Mn0.48Fe0.3Cu0.22O2,,,,Cycling performance,100.0,284.0,,280.0,0.9859154929577465,2.5,4.05,"{'Na': '0.9', 'Mn': '0.48', 'Fe': '0.3', 'Cu': '0.22', 'O': '2'}"
10.1016/j.cej.2023.141515,2023,P2-Na0.66Mn0.67Ni0.26Zn0.07O2,MC-NNZM,950.0,15.0,Cycling performance,100.0,101.0,,100.0,0.9900990099009901,2.0,4.4,"{'Na': '0.66', 'Mn': '0.67', 'Ni': '0.26', 'Zn': '0.07', 'O': '2'}"
10.1016/j.jcis.2019.02.094,2019,Na0.67Ti0.2Mn0.54Co0.13Ni0.13O2,,850.0,12.0,Cycling performance,1.0,101.0,,100.0,0.9900990099009901,2.0,4.5,"{'Na': '0.67', 'Ti': '0.2', 'Mn': '0.54', 'Co': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.compositesb.2021.108729,2021,Na0.66Li0.22Ti0.78O2,NLTO,900.0,10.0,Rate performance,,107.0,,106.0,0.9906542056074766,0.01,2.5,"{'Na': '0.66', 'Li': '0.22', 'Ti': '0.78', 'O': '2'}"
10.1016/j.nanoen.2022.107765,2022,P2-Na0.67Mn0.67Ni0.33O2,NaNM,950.0,1.0,Rate performance,,87.0,,86.5,0.9942528735632183,2.5,4.0,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.electacta.2023.141915,2023,P2-K0.06Na0.61MnO2,NKMO,1200.0,10.0,Cycling performance,100.0,100.1,,100.0,0.999000999000999,1.8,4.3,"{'K': '0.06', 'Na': '0.61', 'Mn': '1', 'O': '2'}"
10.1039/c8ta10980j,2018,P2-Na0.67Mn0.67Ni0.33O2,NaNMO,850.0,12.0,Rate performance,,160.1,,160.0,0.9993753903810119,2.5,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.cej.2020.126446,2021,P2-Na0.65Mn0.7Co0.14Ni0.16O2,NMNCO,950.0,15.0,Cycling performance,100.0,,76.4,,1.0,1.5,4.3,"{'Na': '0.65', 'Mn': '0.7', 'Co': '0.14', 'Ni': '0.16', 'O': '2'}"
