Doi,Year,Name,Abbreviation,Sintering temperature,Sintering time,Category,Cycle,Capacity,Retention,Current: mAg-1,Current: C,Voltage lower limit,Voltage upper limit,Elements
10.1016/j.compositesb.2022.109912,2022,Na0.75Mn0.5Fe0.25Cu0.25O2,NFCM-3,850.0,6.0,Cycling performance,50.0,,91.2,,0.1,2.5,4.1,"{'Na': '0.75', 'Mn': '0.5', 'Fe': '0.25', 'Cu': '0.25', 'O': '2'}"
10.1016/j.jpowsour.2023.232930,2023,NaMn0.45Fe0.3Cu0.25O2,NFMCu-0.2,800.0,15.0,Cycling performance,1.0,103.8,,,0.1,2.1,4.3,"{'Na': '1', 'Mn': '0.45', 'Fe': '0.3', 'Cu': '0.25', 'O': '2'}"
10.1039/c8cc05888a,2018,NaTi0.25Mn0.25Fe0.25Ni0.25O2,NFMNT,,,Cycling performance,1.0,145.0,,,0.1,1.5,4.0,"{'Na': '1', 'Ti': '0.25', 'Mn': '0.25', 'Fe': '0.25', 'Ni': '0.25', 'O': '2'}"
10.1016/j.jiec.2021.07.021,2021,P2-NaTi0.6Co0.1Ni0.3O2,NTNC,900.0,12.0,Cycling performance,50.0,96.0,,,0.1,,,"{'Na': '1', 'Ti': '0.6', 'Co': '0.1', 'Ni': '0.3', 'O': '2'}"
10.1039/d0ta09553b,2020,Na0.8Li0.2Mn0.6Fe0.2O2,,,,Cycling performance,100.0,,34.0,,0.1,2.0,4.6,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1039/d0ta09553b,2020,Na0.8Li0.2Mn0.6Fe0.2O2,,,,Cycling performance,100.0,59.2,,,0.1,2.0,4.6,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1039/d0ta09553b,2020,Na0.8Li0.2Mn0.6Fe0.2O2,,,,Cycling performance,1.0,174.0,,,0.1,2.0,4.6,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1039/d0ta09553b,2020,P2-Na0.67Mn0.67Ni0.23Cu0.1O2,,,,Cycling performance,100.0,,31.0,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.23', 'Cu': '0.1', 'O': '2'}"
10.1039/d0ta09553b,2020,P2-Na0.67Mn0.67Ni0.23Cu0.1O2,,,,Cycling performance,100.0,,55.0,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.23', 'Cu': '0.1', 'O': '2'}"
10.1039/d0ta09553b,2020,P2-Na0.67Mn0.67Ni0.23Cu0.1O2,,,,Cycling performance,100.0,,69.0,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.23', 'Cu': '0.1', 'O': '2'}"
10.1039/d0ta09553b,2020,P2-Na0.67Mn0.67Ni0.23Cu0.1O2,,,,Cycling performance,100.0,,82.0,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.23', 'Cu': '0.1', 'O': '2'}"
10.1016/j.jallcom.2019.152581,2020,O3-NaZr0.05Ti0.2Mn0.3Ni0.45O2,NaNMTZ5,950.0,12.0,Rate performance,,135.1,,,0.1,2.0,4.0,"{'Na': '1', 'Zr': '0.05', 'Ti': '0.2', 'Mn': '0.3', 'Ni': '0.45', 'O': '2'}"
10.1039/d0ta09553b,2020,P2-Na0.67Mn0.67Ni0.23Cu0.1O2,,,,Cycling performance,100.0,,85.0,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.23', 'Cu': '0.1', 'O': '2'}"
10.1016/j.ensm.2022.06.045,2022,P2-Na0.67Mn0.5Fe0.5O2,NFM,900.0,12.0,Cycling performance,1.0,106.6,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.ensm.2022.06.045,2022,P2-Na0.67Mn0.5Fe0.5O2,NFM,900.0,12.0,Cycling performance,20.0,79.1,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jallcom.2020.157744,2021,O3-Na0.67Mn0.5Fe0.5O2,NFM-850,850.0,10.0,Cycling performance,15.0,91.6,,,0.1,0.8,1.9,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,P2-Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,1.0,87.8,,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1039/d0ta09553b,2020,Na0.8Li0.2Mn0.6Fe0.2O2,,,,Cycling performance,100.0,,60.0,,0.1,2.0,4.6,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,P2-Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,100.0,85.6,,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,1.0,143.4,,,0.1,2.3,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,1.0,85.6,,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,100.0,83.5,,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,100.0,,97.5,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.electacta.2018.11.137,2019,Na0.83Ti0.17Cr0.33Mn0.17Fe0.33O2,NCFMT,900.0,12.0,Cycling performance,1.0,161.4,,,0.1,,,"{'Na': '0.83', 'Ti': '0.17', 'Cr': '0.33', 'Mn': '0.17', 'Fe': '0.33', 'O': '2'}"
10.1039/c8ee01365a,2018,O3-NaCrO2,,,,Rate performance,,100.0,,10.0,0.1,1.5,3.8,"{'Na': '1', 'Cr': '1', 'O': '2'}"
10.1039/c8ee01006d,2018,P2-Na0.67Mn0.67Ni0.33O2,,,,Rate performance,,173.0,,,0.1,2.3,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1039/c7cc02791e,2017,Na0.84CoO2,,900.0,12.0,Rate performance,,66.0,,,0.1,2.0,4.2,"{'Na': '0.84', 'Co': '1', 'O': '2'}"
10.1039/c6ee01807f,2016,NaTi0.12Mn0.12Fe0.25Co0.25Ni0.25O2,,,,Rate performance,,120.0,,,0.1,0.0,3.0,"{'Na': '1', 'Ti': '0.12', 'Mn': '0.12', 'Fe': '0.25', 'Co': '0.25', 'Ni': '0.25', 'O': '2'}"
10.1039/c5ee01832c,2015,NaO2,,,,Cycling performance,25.0,,97.5,,0.1,0.05,1.6,"{'Na': '1', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,1.0,151.0,,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.jallcom.2022.166444,2022,NaMn0.3Co0.19Ni0.5Al0.01O2,NaNMC-532,900.0,8.0,Cycling performance,1.0,120.0,,,0.1,,,"{'Na': '1', 'Mn': '0.3', 'Co': '0.19', 'Ni': '0.5', 'Al': '0.01', 'O': '2'}"
10.1016/j.jallcom.2022.166444,2022,O3-NaMn0.3Co0.18Ni0.5Al0.02O2,NaNMC,900.0,8.0,Cycling performance,1.0,120.0,,,0.1,2.7,4.0,"{'Na': '1', 'Mn': '0.3', 'Co': '0.18', 'Ni': '0.5', 'Al': '0.02', 'O': '2'}"
10.1016/j.jallcom.2020.157768,2021,P2-Na0.67Mn0.67Ni0.33O2,,900.0,12.0,Cycling performance,100.0,,97.5,,0.1,2.3,4.1,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jallcom.2022.166444,2022,O3-NaMn0.3Co0.18Ni0.5Al0.02O2,NaNMC,900.0,8.0,Cycling performance,200.0,108.0,,,0.1,2.7,4.0,"{'Na': '1', 'Mn': '0.3', 'Co': '0.18', 'Ni': '0.5', 'Al': '0.02', 'O': '2'}"
10.1016/j.electacta.2019.04.003,2019,Na0.6Mn0.95Ni0.05O1.92F0.08,MNF,850.0,12.0,Rate performance,,78.98,,,0.1,2.5,3.9,"{'Na': '0.6', 'Mn': '0.95', 'Ni': '0.05', 'O': '1.92', 'F': '0.08'}"
10.1016/j.ensm.2022.06.045,2022,P2-Na0.67Mn0.45Fe0.5Al0.05O2,NFMA-2,900.0,12.0,Rate performance,,53.7,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.45', 'Fe': '0.5', 'Al': '0.05', 'O': '2'}"
10.1016/j.est.2023.107242,2023,Na0.8Mn0.6Ni0.3Cu0.1O2,NMNC-850,550.0,12.0,Cycling performance,100.0,,85.0,,0.1,1.5,4.2,"{'Na': '0.8', 'Mn': '0.6', 'Ni': '0.3', 'Cu': '0.1', 'O': '2'}"
10.1016/j.est.2023.107242,2023,Na0.8Mn0.6Ni0.3Cu0.1O2,NMNC-850,550.0,12.0,Rate performance,,139.0,,,0.1,1.5,4.2,"{'Na': '0.8', 'Mn': '0.6', 'Ni': '0.3', 'Cu': '0.1', 'O': '2'}"
10.1039/d1nh00585e,2021,Na0.66Mg0.1Mn0.9O2,,,,Cycling performance,100.0,,65.0,,0.1,2.0,4.5,"{'Na': '0.66', 'Mg': '0.1', 'Mn': '0.9', 'O': '2'}"
10.1016/j.ensm.2023.02.001,2023,O3-NaMn0.5Ni0.5O2,NNMO,900.0,15.0,Cycling performance,200.0,,16.9,,0.1,,,"{'Na': '1', 'Mn': '0.5', 'Ni': '0.5', 'O': '2'}"
10.1016/j.ensm.2023.02.001,2023,O3-NaMn0.45Ni0.45Al0.1O2,NNAMO,900.0,15.0,Cycling performance,1.0,74.0,,,0.1,,,"{'Na': '1', 'Mn': '0.45', 'Ni': '0.45', 'Al': '0.1', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.1Mn0.9Fe0.1O2,,1000.0,6.0,Cycling performance,20.0,,92.0,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.1', 'Mn': '0.9', 'Fe': '0.1', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.1Mn0.8Fe0.1O2,,1000.0,6.0,Rate performance,,143.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.1', 'Mn': '0.8', 'Fe': '0.1', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.1Mn0.8Fe0.1O2,,1000.0,6.0,Rate performance,,144.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.1', 'Mn': '0.8', 'Fe': '0.1', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.1Mn0.8Fe0.1O2,,1000.0,6.0,Rate performance,,146.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.1', 'Mn': '0.8', 'Fe': '0.1', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Cycling performance,50.0,,20.0,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Cycling performance,1.0,119.1,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,93.3,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Rate performance,,144.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.ensm.2022.06.045,2022,P2-Na0.67Mn0.5Fe0.5O2,NFM,900.0,12.0,Cycling performance,20.0,,74.2,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Rate performance,,143.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Cycling performance,1.0,218.7,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Cycling performance,50.0,164.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,92.4,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.electacta.2020.135644,2020,NaNi0.67Sb0.33O2,,,,Rate performance,,70.1,,,0.1,,,"{'Na': '1', 'Ni': '0.67', 'Sb': '0.33', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,89.2,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1039/d0ta09553b,2020,Na0.8Li0.2Mn0.6Fe0.2O2,,,,Cycling performance,100.0,,82.0,,0.1,2.0,4.6,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.6', 'Fe': '0.2', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,80.9,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,69.4,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.ensm.2023.02.001,2023,O3-NaMn0.45Ni0.45Al0.1O2,NNAMO,900.0,15.0,Cycling performance,100.0,,82.6,,0.1,,,"{'Na': '1', 'Mn': '0.45', 'Ni': '0.45', 'Al': '0.1', 'O': '2'}"
10.1016/j.jallcom.2017.10.131,2018,Na0.67Mn0.54Fe0.13Ni0.13O2,NMNF-0.67,900.0,15.0,Rate performance,,86.3,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.54', 'Fe': '0.13', 'Ni': '0.13', 'O': '2'}"
10.1016/j.jallcom.2018.11.257,2019,Na0.95Ti0.05Cr0.95O2,,900.0,5.0,Cycling performance,1.0,96.7,,100.0,0.1,2.3,3.6,"{'Na': '0.95', 'Ti': '0.05', 'Cr': '0.95', 'O': '2'}"
10.1016/j.jallcom.2018.11.257,2019,Na0.95Ti0.05Cr0.95O2,,900.0,5.0,Cycling performance,800.0,77.5,,100.0,0.1,2.3,3.6,"{'Na': '0.95', 'Ti': '0.05', 'Cr': '0.95', 'O': '2'}"
10.1016/j.jallcom.2018.11.257,2019,Na0.95Ti0.05Cr0.95O2,,900.0,5.0,Cycling performance,800.0,,80.1,100.0,0.1,2.3,3.6,"{'Na': '0.95', 'Ti': '0.05', 'Cr': '0.95', 'O': '2'}"
10.1016/j.electacta.2020.135978,2020,P2-Na0.67Ti0.05Mn0.9Fe0.05O2,,1000.0,6.0,Cycling performance,50.0,,75.0,,0.1,2.0,4.0,"{'Na': '0.67', 'Ti': '0.05', 'Mn': '0.9', 'Fe': '0.05', 'O': '2'}"
10.1016/j.jallcom.2022.166444,2022,O3-NaMn0.3Co0.18Ni0.5Al0.02O2,NaNMC,900.0,8.0,Cycling performance,200.0,,90.0,,0.1,2.7,4.0,"{'Na': '1', 'Mn': '0.3', 'Co': '0.18', 'Ni': '0.5', 'Al': '0.02', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,120.0,83.0,,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.jallcom.2022.166444,2022,O3-NaMn0.3Co0.18Ni0.5Al0.02O2,NaNMC,900.0,8.0,Rate performance,,120.0,,,0.1,2.7,4.0,"{'Na': '1', 'Mn': '0.3', 'Co': '0.18', 'Ni': '0.5', 'Al': '0.02', 'O': '2'}"
10.1016/j.jechem.2022.11.031,2023,O3-NaMn0.5Fe0.5O2,,900.0,15.0,Rate performance,,145.9,,,0.1,1.5,4.5,"{'Na': '1', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jechem.2023.02.016,2023,Na0.7Mn0.65Fe0.1Ni0.05Cu0.2O2,NFCNM-0.05,,,Rate performance,,149.7,,,0.1,2.0,4.2,"{'Na': '0.7', 'Mn': '0.65', 'Fe': '0.1', 'Ni': '0.05', 'Cu': '0.2', 'O': '2'}"
10.1016/j.jechem.2023.02.016,2023,Na0.7Mn0.65Fe0.1Ni0.05Cu0.2O2,NFCNM-0.05,,,Rate performance,,142.5,,,0.1,2.0,4.2,"{'Na': '0.7', 'Mn': '0.65', 'Fe': '0.1', 'Ni': '0.05', 'Cu': '0.2', 'O': '2'}"
10.1016/j.jechem.2023.03.001,2023,P2-Na0.67Mn0.67Ni0.33O2,NaNM,900.0,15.0,Cycling performance,1.0,120.0,,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jechem.2023.03.001,2023,P2-Na0.67Mn0.67Ni0.33O2,NaNM,900.0,15.0,Cycling performance,50.0,,55.4,,0.1,2.0,4.5,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1039/d2ta09277h,2022,P3-Na0.67Li0.11Ti0.17Mn0.5Ni0.28O2,NaLNMT,,,Rate performance,,84.8,,,0.1,2.5,4.15,"{'Na': '0.67', 'Li': '0.11', 'Ti': '0.17', 'Mn': '0.5', 'Ni': '0.28', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,NaLi0.2Ti0.1Mn0.7O2,,730.0,20.0,Rate performance,,163.0,,,0.1,1.5,4.0,"{'Na': '1', 'Li': '0.2', 'Ti': '0.1', 'Mn': '0.7', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,NaLi0.2Ti0.1Mn0.7O2,,730.0,20.0,Rate performance,,161.0,,,0.1,1.5,4.0,"{'Na': '1', 'Li': '0.2', 'Ti': '0.1', 'Mn': '0.7', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,NaLi0.2Ti0.1Mn0.7O2,,730.0,20.0,Cycling performance,1.0,155.0,,,0.1,1.5,4.0,"{'Na': '1', 'Li': '0.2', 'Ti': '0.1', 'Mn': '0.7', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,NaLi0.2Ti0.1Mn0.7O2,,730.0,20.0,Rate performance,,101.0,,,0.1,1.5,4.0,"{'Na': '1', 'Li': '0.2', 'Ti': '0.1', 'Mn': '0.7', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,P2-Na0.7MnO2,,730.0,20.0,Rate performance,,115.0,,,0.1,1.5,4.0,"{'Na': '0.7', 'Mn': '1', 'O': '2'}"
10.1016/j.jelechem.2020.114834,2021,P2-Na0.8Li0.12Mn0.66Ni0.22O2,,730.0,20.0,Rate performance,,110.0,,,0.1,1.5,4.0,"{'Na': '0.8', 'Li': '0.12', 'Mn': '0.66', 'Ni': '0.22', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Rate performance,,132.5,,,0.1,,,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jechem.2022.11.031,2023,O3-NaMn0.5Fe0.5O2,,900.0,15.0,Rate performance,,148.3,,,0.1,1.5,4.5,"{'Na': '1', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Cycling performance,1.0,124.6,,,0.1,2.0,4.3,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.electacta.2016.11.141,2017,P2-Na0.67Mn0.67Ni0.33O2,,1000.0,12.0,Cycling performance,200.0,76.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.electacta.2016.11.141,2017,P2-Na0.67Mn0.67Ni0.33O2,,1000.0,12.0,Cycling performance,200.0,68.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.electacta.2016.11.141,2017,P2-Na0.67Mn0.67Ni0.33O2,,1000.0,12.0,Cycling performance,200.0,80.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.colsurfa.2021.127929,2022,O3-Na0.9Cr0.5Fe0.5O2,NCF,900.0,12.0,Cycling performance,1.0,129.0,,,0.1,2.0,4.0,"{'Na': '0.9', 'Cr': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.electacta.2016.11.141,2017,P2-Na0.67Mn0.67Ni0.33O2,,1000.0,12.0,Cycling performance,200.0,69.0,,,0.1,2.0,4.0,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Cycling performance,70.0,,94.0,,0.1,2.0,4.3,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.67Mn0.67Ni0.33O2,,900.0,10.0,Cycling performance,200.0,,25.2,,0.1,2.0,4.3,"{'Na': '0.67', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Cycling performance,200.0,,61.5,,0.1,2.0,4.3,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Rate performance,,132.5,,,0.1,2.0,4.3,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1016/j.jelechem.2023.117222,2023,Na0.9Mn0.5Fe0.5O2,NFM,,,Cycling performance,1.0,120.0,,,0.1,1.9,4.2,"{'Na': '0.9', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jelechem.2023.117222,2023,Na0.9Mn0.5Fe0.5O2,NFM,,,Cycling performance,10.0,80.4,,,0.1,1.9,4.2,"{'Na': '0.9', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jelechem.2023.117222,2023,Na0.9Mn0.5Fe0.5O2,NFM,,,Cycling performance,10.0,,67.0,,0.1,1.9,4.2,"{'Na': '0.9', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.jiec.2021.07.021,2021,O3-NaTi0.6Co0.1Ni0.3O2,NTNC,900.0,12.0,Cycling performance,50.0,108.0,,,0.1,,,"{'Na': '1', 'Ti': '0.6', 'Co': '0.1', 'Ni': '0.3', 'O': '2'}"
10.1016/j.jelechem.2022.116378,2022,Na0.8Li0.2Mn0.67Ni0.33O2,,900.0,10.0,Cycling performance,70.0,117.1,,,0.1,2.0,4.3,"{'Na': '0.8', 'Li': '0.2', 'Mn': '0.67', 'Ni': '0.33', 'O': '2'}"
10.1039/d2ta09277h,2022,P3-Na0.67Li0.11Ti0.17Mn0.5Ni0.28O2,NaLNMT,,,Rate performance,,86.8,,,0.1,2.5,4.15,"{'Na': '0.67', 'Li': '0.11', 'Ti': '0.17', 'Mn': '0.5', 'Ni': '0.28', 'O': '2'}"
10.1016/j.electacta.2017.12.092,2018,Na0.7Mn0.64Co0.18Ni0.18O2,NNMC-HS,750.0,6.0,Rate performance,,202.0,,,0.1,1.2,4.3,"{'Na': '0.7', 'Mn': '0.64', 'Co': '0.18', 'Ni': '0.18', 'O': '2'}"
10.1016/j.jechem.2022.11.031,2023,O3-NaMn0.5Fe0.5O2,,900.0,15.0,Rate performance,,160.4,,,0.1,1.5,4.5,"{'Na': '1', 'Mn': '0.5', 'Fe': '0.5', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,120.0,,55.0,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.jechem.2018.05.019,2019,O3-Na0.9Mn0.1Ni0.4Sn0.5O2,,1000.0,36.0,Rate performance,,65.0,,,0.1,,,"{'Na': '0.9', 'Mn': '0.1', 'Ni': '0.4', 'Sn': '0.5', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,151.0,,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.jechem.2018.05.019,2019,O3-Na0.9Ni0.45Sn0.55O2,,1000.0,36.0,Rate performance,,50.0,,,0.1,,,"{'Na': '0.9', 'Ni': '0.45', 'Sn': '0.55', 'O': '2'}"
10.1016/j.jechem.2019.08.016,2020,P2-Na0.67Mn0.6Co0.1Ni0.2Cu0.1O2,NMNCC,900.0,10.0,Rate performance,,131.4,,,0.1,1.9,4.0,"{'Na': '0.67', 'Mn': '0.6', 'Co': '0.1', 'Ni': '0.2', 'Cu': '0.1', 'O': '2'}"
