Doi,Year,Name,Abbreviation,Sintering temperature,Sintering time,Category,Cycle,Capacity,Retention,Current: mAg-1,Current: C,Voltage lower limit,Voltage upper limit,Elements
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,120.0,,55.0,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,151.0,,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,126.0,,,0.2,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,111.0,,,0.5,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,91.0,,,1.0,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,132.0,,,0.1,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,100.0,,,0.2,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,88.0,,,0.5,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Rate performance,,78.0,,,1.0,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,1.0,100.0,,,,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
10.1016/j.apsusc.2020.147695,2021,NaMn0.35Co0.05Ni0.6O2,NMC,900.0,12.0,Cycling performance,60.0,51.0,,,,1.5,3.6,"{'Na': '1', 'Mn': '0.35', 'Co': '0.05', 'Ni': '0.6', 'O': '2'}"
